uniq_id,manufacturer,price,number_of_reviews,product_name_new,category,subcategory,Rating
ffba27d3cdee290cf08666cddc8257cf,Town Square Miniatures,2.68,3,Dolls House Sho,Dolls & Accessories , Dolls' House Dolls & Accessories ,4.7
c7ede4e2adce79551357111364c31ab6,Melody Jane Dolls Houses,2.15,4,Dolls House Min,Dolls & Accessories , Dolls' House Dolls & Accessories ,4.8
09f80c41636b959610f7b765f5c0cfad,MyTinyWorld,1.6,1,MyTinyWorld Pai,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
d07894a3bfe0c3c30432600e0f589786,Town Square Miniatures,3.35,1,New Dolls House,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
765b7675b9f689febd716fe236b273b0,MyTinyWorld,2.0,1,MyTinyWorld Dol,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
58d45046eb4bb12f53a73e9def46ad14,MyTinyWorld,2.6,1,MyTinyWorld Dol,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
df8899b304b5b14b269bf2dcc9980735,The Dolls House Emporium,6.65,1,Dolls House Min,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
6d0e5d9b575ff1fc4de877a4039e24f8,MyTinyWorld,2.8,2,MyTinyWorld Min,Dolls & Accessories , Dolls' House Dolls & Accessories ,4.0
33e8dfcd462a4e4d6dd1476c845ff8ec,MyTinyWorld,21.6,1,MyTinyWorld Dol,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
a169a3a495a16d88c8c6652b083984c2,Sue Ryder,36.05,1,1:12 Scale Doll,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
7038f8625c98b4060132245a14adce55,STREETS AHEAD,4.96,1,Dolls House Pac,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
54f773953291535126660ee2ba4d518c,MyTinyWorld,1.75,1,MyTinyWorld Dol,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
